,primerid,Pr(>Chisq),coef,ci.hi,ci.lo,fdr
256,TNFSF13B,4.13166186868865e-148,-0.456051012153643,-0.422156312306808,-0.489945712000477,1.94736844170302e-146
257,PSMB3,1.16024012890309e-147,-0.39132440630253,-0.362795104252542,-0.419853708352518,5.44725968690455e-146
258,CD302,1.97369980092669e-147,0.413543949499245,0.445858721675317,0.381229177323173,9.23048906898505e-146
259,LMNA,4.02952123367896e-147,-0.798837871123677,-0.740158089862698,-0.857517652384655,1.87722792299499e-145
260,AKIRIN2,1.90797282401631e-146,-0.476887825259337,-0.440687917453031,-0.513087733065642,8.85446157483877e-145
261,SLC6A12,2.4580491143114e-146,-0.183028738820844,-0.169037099680247,-0.19702037796144,1.13635328020235e-144
262,IER3,6.82345472848325e-146,0.606859204061756,0.651833982601485,0.561884425522027,3.14243529594958e-144
263,CD109,2.25184549816806e-145,0.354611957356669,0.383703097993161,0.325520816720176,1.0331090410987e-143
264,DDX21,3.09743312519231e-145,0.430884063483858,0.464770098417938,0.396998028549778,1.41566773062767e-143
265,NMD3,8.22355762235016e-145,0.422047407151466,0.456005156616887,0.388089657686046,3.74435646306706e-143
266,AMFR,9.07102620225274e-145,0.405379234339418,0.437092861884208,0.373665606794628,4.11469932918728e-143
267,PYCARD,3.12303021358602e-144,-0.420515128956828,-0.388608033066661,-0.452422224846995,1.41132893472393e-142
268,RFX2,3.43512431424464e-144,-0.264844202398116,-0.245221126447281,-0.28446727834895,1.54657499909238e-142
269,JOSD1,9.45733910214694e-144,0.374543791955911,0.406006999776579,0.343080584135243,4.24209121213773e-142
270,VPS9D1,6.95136271298819e-143,-0.339866749732765,-0.314041915471048,-0.365691583994482,3.10648675907094e-141
271,SNHG32,9.51776154343656e-143,0.361675517074433,0.390559963785517,0.332791070363349,4.23768674476404e-141
272,CCDC50,9.93076182821968e-143,0.384719799822839,0.417073144179869,0.352366455465809,4.40531515512128e-141
273,IRF1,1.81063314795514e-142,0.495188598121928,0.536780231667694,0.453596964576163,8.00260057261053e-141
274,FCGR3A,2.72435041032041e-142,-0.294914561126542,-0.272436954725197,-0.317392167527888,1.1997084690119e-140
