,primerid,Pr(>Chisq),coef,ci.hi,ci.lo,fdr
3373,RTL5,5.12527331072318e-09,0.126288345679967,0.168991367927569,0.0835853234323648,1.91517772927231e-08
3374,RPN1,5.16782120837444e-09,-0.00749256839518786,0.0647881974522535,-0.0797733342426292,1.93050440161089e-08
3375,TMEM176B,5.18917197258216e-09,0.0507678198273363,0.0681130497555896,0.033422589899083,1.93790588273854e-08
3376,LLGL1,5.21065918307318e-09,-0.165722078977563,-0.109242413103895,-0.222201744851232,1.94535392012602e-08
3377,PSMD13,5.26086723963019e-09,-0.140608878819051,-0.0567980117657228,-0.22441974587238,1.96351704732896e-08
3378,EMD,5.27828839721655e-09,0.123052038329156,0.186688793888983,0.0594152827693296,1.9694359668004e-08
3379,UTP15,5.29622665737175e-09,0.0880854895419815,0.133394397412846,0.0427765816711166,1.97554426722443e-08
3380,DENND5B,5.316160571774e-09,-0.0877577477002189,-0.056054620644354,-0.119460874756084,1.98204865260781e-08
3381,TMEM170A,5.31680934184942e-09,0.0655395428852576,0.117053608556704,0.0140254772138116,1.98204865260781e-08
3382,CLIP4,5.32208221253261e-09,-0.166905346825205,-0.0970542542579007,-0.236756439392509,1.98342768204497e-08
3383,FKBP5,5.35245924914991e-09,0.172692697486814,0.229361056600473,0.116024338373155,1.99415892333093e-08
3384,FOXO3,5.42010142939741e-09,-0.135421444326371,-0.0590187656225896,-0.211824123030152,2.0187635465758e-08
3385,WDR91,5.43846710181729e-09,-0.188456975659463,-0.116855111182515,-0.260058840136411,2.02500559383472e-08
3386,TTLL1,5.45772653074309e-09,-0.1263413247067,-0.0796191743810427,-0.173063475032356,2.03157664481648e-08
3387,ELK1,5.46440024806536e-09,-0.0203322537490684,0.0243149877640382,-0.064979495262175,2.03346031079468e-08
3388,ARSA,5.48630776633192e-09,-0.146703448795427,-0.0869426058850989,-0.206464291705755,2.04101012653033e-08
3389,EBF4,5.49664831578042e-09,-0.0497797263811044,-0.0280912420971824,-0.0714682106650265,2.04425362561512e-08
3390,RNF215,5.49891168511148e-09,-0.086059663844767,-0.0375281581249967,-0.134591169564537,2.04449212032877e-08
3391,XRCC5,5.53431700067896e-09,0.0254180460894326,0.0643619290728904,-0.0135258368940252,2.0570489966546e-08
3392,SLC25A12,5.54305849068517e-09,-0.155232473915882,-0.092935516514449,-0.217529431317316,2.05969071982889e-08
3393,BTBD6,5.6021577666179e-09,-0.0532182338024625,-0.0311617141858218,-0.0752747534191033,2.08103732656799e-08
3394,SCAMP2,5.60662073031675e-09,-0.193346391790821,-0.109833440820712,-0.276859342760931,2.08208154640284e-08
3395,PHLDB1,5.63732497678824e-09,-0.0613962675255105,-0.0367557765405194,-0.0860367585105016,2.09286727562412e-08
3396,SMCHD1,5.64270487704953e-09,0.230725402620976,0.30722565604358,0.154225149198372,2.09424771114053e-08
3397,EIF2B4,5.67842233979e-09,-0.0969567391877016,-0.049599454783943,-0.14431402359146,2.10688357876694e-08
3398,SAMM50,5.74637935678946e-09,-0.152478603791662,-0.0891289887216414,-0.215828218861683,2.13147043593215e-08
3399,REXO1,5.77009734343907e-09,0.11757078486065,0.176319574600751,0.0588219951205484,2.13963833235381e-08
3400,MDH1,5.80450612724277e-09,-0.0637395498086856,-0.0235660673525008,-0.10391303226487,2.15176456552259e-08
3401,WASHC3,5.80737555993365e-09,-0.175665472251376,-0.112237319457479,-0.239093625045273,2.15219528248761e-08
3402,HSD17B10,5.82572544421085e-09,-0.193849234364337,-0.125597478900111,-0.262100989828564,2.15836106698511e-08
3403,UBXN1,5.83073036022613e-09,-0.177592543238679,-0.094200526663412,-0.260984559813946,2.15958053071673e-08
3404,CMTM7,5.94861351494639e-09,-0.14292977508369,-0.0674136374320948,-0.218445912735284,2.20259473391258e-08
3405,DYNLRB1,5.96741870118889e-09,-0.117463575252993,-0.0311754330545197,-0.203751717451465,2.20890881967062e-08
3406,SBNO1,5.97809431805078e-09,0.177731809489139,0.248901618097966,0.106562000880311,2.21221082750182e-08
3407,DMAC1,6.01715517029728e-09,-0.180452486656364,-0.120255647123771,-0.240649326188957,2.22601185108385e-08
3408,LSM5,6.05025269193207e-09,-0.0339498620599928,0.0127726705562872,-0.0806723946762728,2.23759932303732e-08
3409,TAOK1,6.06039938330362e-09,0.242662563535774,0.32720114034759,0.158123986723959,2.24069445078201e-08
3410,ZNF260,6.07227869648826e-09,-0.0887400583801665,-0.0388790893316126,-0.13860102742872,2.24442817274305e-08
3411,BPGM,6.09711990320055e-09,-0.12543072228977,-0.0825861088807858,-0.168275335698755,2.25294926003928e-08
3412,HYKK,6.10238974407836e-09,-0.0448137043702533,-0.0244601085251036,-0.065167300215403,2.25423564872109e-08
3413,FGFR1,6.30168789410058e-09,-0.0582390260817969,-0.0334264659897046,-0.0830515861738893,2.32717474999249e-08
3414,INTS11,6.3070178832266e-09,-0.107668366620276,-0.0319751726855378,-0.183361560555014,2.32846084944898e-08
3415,ZMYM5,6.3851730639454e-09,0.220162524575796,0.297599797389262,0.142725251762329,2.35662434254664e-08
3416,PROSER1,6.39467595856198e-09,0.0274109498277506,0.0885321585466542,-0.0337102588911531,2.35944074302445e-08
3417,KRT10,6.4224890531789e-09,-0.0399882783998974,-0.00240269523964805,-0.0775738615601468,2.36900942423959e-08
3418,HPCAL1,6.51346079468096e-09,0.241282477662378,0.319161496302926,0.16340345902183,2.40115998409356e-08
3419,MFAP4,6.51224978127286e-09,-0.0587528059609145,-0.0339744590115379,-0.0835311529102911,2.40115998409356e-08
3420,NSD1,6.62541598632498e-09,-0.0333973855019831,0.051577786057411,-0.118372557061377,2.44171763425848e-08
3421,PCSK7,6.63293692926972e-09,0.0821232216038393,0.137058725560972,0.0271877176467071,2.44377483357251e-08
3422,CHCHD3,6.66468497390508e-09,-0.176954843109875,-0.104630305287882,-0.249279380931868,2.45475422007889e-08
3423,HAUS1,6.67411282603761e-09,-0.111518064088663,-0.0638323242409097,-0.159203803936416,2.4575085614776e-08
3424,CSGALNACT2,6.68730855510696e-09,0.231432755039432,0.308076078628576,0.154789431450288,2.46164827770351e-08
3425,PER2,6.69079605695399e-09,0.0985809513827583,0.140075311371368,0.057086591394149,2.46221294895907e-08
3426,E2F1,6.69419625489444e-09,0.0834783236601034,0.112200763131297,0.0547558841889095,2.46274517211587e-08
3427,PAN3,6.70848762415393e-09,0.239705694202839,0.324107498857339,0.15530388954834,2.46728269666869e-08
3428,MAP2K2,6.78763825401984e-09,-0.201129597418352,-0.115670317073763,-0.286588877762942,2.49566489363087e-08
3429,IFT52,6.80005510483236e-09,-0.168127536009183,-0.108285333618456,-0.227969738399911,2.49950115314398e-08
3430,ANKRD13B,6.81748172527768e-09,-0.142286028300778,-0.0931866341242802,-0.191385422477277,2.50517608353935e-08
3431,CDC73,6.85531743180647e-09,0.186292624780519,0.271584623234299,0.101000626326739,2.51834511543249e-08
3432,ZBTB17,6.87640646540525e-09,0.12072482138072,0.191127512092865,0.0503221306685738,2.5253562671902e-08
3433,DNAJC12,6.89883253544959e-09,-0.100298337710644,-0.0634461079760892,-0.137150567445198,2.53285421720963e-08
3434,TRAF6,6.91111494124991e-09,0.194020875912182,0.259368242323564,0.1286735095008,2.53662471518677e-08
3435,ERMARD,6.92760380735206e-09,-0.0647491447632452,-0.00398492090388517,-0.125513368622605,2.5419364887297e-08
3436,SEC23B,6.95879030268907e-09,-0.134868345703064,-0.0785600551442052,-0.191176636261923,2.55263658251144e-08
3437,BORCS6,6.99434927129864e-09,-0.114066357829998,-0.0693430835919719,-0.158789632068025,2.56493390210789e-08
3438,OXCT1,7.00294803133627e-09,-0.14344069141341,-0.0879937844347079,-0.198887598392112,2.56734022649687e-08
3439,ALOX15B,7.02235510451020e-09,NA,NA,NA,2.57370641864631e-08
3440,ZDHHC12,7.05902852056377e-09,0.104205538644359,0.150520858583131,0.0578902187055868,2.58639521724377e-08
3441,PRPF40B,7.09411078591654e-09,-0.0528162588315376,-0.0308419385387413,-0.0747905791243338,2.59849381998524e-08
3442,PFDN1,7.10217718619469e-09,-0.0609155141707521,-0.00438578407995733,-0.117445244261547,2.60069265702492e-08
3443,SRSF8,7.14108320751874e-09,-0.215962202563968,-0.13244943797224,-0.299474967155696,2.61417986487268e-08
3444,FLYWCH2,7.15249688544949e-09,-0.12780191374875,-0.0803842870396574,-0.175219540457843,2.61759787294441e-08
3445,MTMR12,7.1593992198953e-09,-0.0702792996125569,-0.0017366283384925,-0.138821970886621,2.61936336045168e-08
3446,RDX,7.17503103541749e-09,-0.095047799597691,-0.0382626975929034,-0.151832901602479,2.62432069560075e-08
3447,TFB2M,7.18569909114881e-09,0.142224760228809,0.199023275765741,0.0854262446918768,2.62746014925557e-08
3448,ZNF638,7.25660540569388e-09,-0.163924717179201,-0.0840739394430766,-0.243775494915325,2.65261759087487e-08
3449,HCFC1R1,7.27872049123217e-09,0.0711042100898026,0.133954724465515,0.0082536957140899,2.65993021372834e-08
3450,PYURF,7.31901094641555e-09,-0.182836512042488,-0.0989793228917642,-0.266693701193211,2.67387866575715e-08
3451,ULK1,7.3445731693507e-09,0.113207164090858,0.17663816204956,0.0497761661321549,2.68243987906393e-08
3452,TRAPPC8,7.39967636626183e-09,0.0867808524973664,0.152937422342773,0.0206242826519602,2.70178218193407e-08
3453,CHID1,7.41199368142759e-09,-0.134574945576154,-0.056403665223938,-0.21274622592837,2.70549575327869e-08
3454,ANAPC1,7.41716384639277e-09,-0.0622857887335162,-0.0194693146122907,-0.105102262854742,2.7065991059622e-08
3455,PIK3R6,7.42637698813168e-09,-0.0662409111309543,-0.0371836403287292,-0.0952981819331793,2.70917671659658e-08
3456,ACBD6,7.43715738281064e-09,-0.1923955771898,-0.110577716380291,-0.274213437999309,2.71232441125421e-08
3457,NUS1,7.49269918217692e-09,-0.0583197728305217,0.0199823697641505,-0.136621915425194,2.73179000555852e-08
3458,DPY19L4,7.50726040458547e-09,-0.139709407024149,-0.0743485634564715,-0.205070250591826,2.73630740715429e-08
3459,AGGF1,7.57161426854893e-09,-0.140847244589573,-0.0774099870071054,-0.204284502172041,2.75896577741517e-08
3460,POM121,7.6545788849932e-09,0.0800027923848435,0.133352931359142,0.0266526534105446,2.7883905279322e-08
3461,SFXN4,7.65682714179158e-09,-0.08265461177856,-0.0223506199970196,-0.1429586035601,2.78840362020055e-08
3462,OST4,7.71726510784394e-09,-0.136990101033863,-0.0701341550673974,-0.203846047000329,2.80960165855763e-08
3463,CFAP69,7.77805915563727e-09,-0.0397815254056609,-0.0214541199296264,-0.0581089308816953,2.83091705450916e-08
3464,ACTR8,7.79490297509651e-09,-0.0867298970034007,-0.032402668763769,-0.141057125243032,2.83622855364077e-08
3465,PRDX5,7.81555017376076e-09,-0.115359911557312,-0.0475755067521332,-0.18314431636249,2.8429204730182e-08
3466,PAFAH1B1,7.86995007885097e-09,-0.1058089333923,-0.0238752067295281,-0.187742660055072,2.86188259647541e-08
3467,AP3S2,7.89372781368266e-09,-0.139474348987314,-0.063923680674869,-0.215025017299758,2.86905365370451e-08
3468,LIPT1,7.89422252542624e-09,-0.130474232881287,-0.0821675700065279,-0.178780895756046,2.86905365370451e-08
3469,CLIP1,7.94631398808756e-09,0.156872431780355,0.228309822665057,0.0854350408956538,2.88715311345793e-08
3470,TCF20,8.00544482132507e-09,-0.0746951469318928,-0.021781265217491,-0.127609028646295,2.90779903538851e-08
3471,SALL4,8.01939732319268e-09,-0.0385169376765731,-0.0207537721718841,-0.056280103181262,2.91202776898648e-08
3472,SERBP1,8.03889702620526e-09,-0.14758029669833,-0.0665204082435646,-0.228640185153094,2.91826780294617e-08
3473,GRIK5,8.05921795203683e-09,-0.177948442727171,-0.118670803167047,-0.237226082287296,2.92480227663323e-08
3474,FYTTD1,8.08621558245161e-09,-0.234469604305067,-0.150514333968689,-0.318424874641445,2.93375535985089e-08
3475,UXS1,8.14683288748598e-09,0.19935905822284,0.270590712170711,0.128127404274969,2.95489731550715e-08
3476,NPHP3,8.16713032672353e-09,-0.148866345765539,-0.0841650585655449,-0.213567632965532,2.96140709545522e-08
3477,CSK,8.23298779960362e-09,0.109162446672363,0.197644103888013,0.0206807894567129,2.98442847932712e-08
3478,CWF19L2,8.25122445485312e-09,-0.0401263388689564,0.0221546509775004,-0.102407328715413,2.99017921302383e-08
3479,CKAP4,8.25487264768163e-09,-0.0823485679449119,-0.0517162850784567,-0.112980850811367,2.99064141567632e-08
3480,SSH3,8.3123997610468e-09,0.0770978839519073,0.130109759717469,0.0240860081863454,3.01061743069637e-08
3481,AARSD1,8.32889938834746e-09,-0.109359141332769,-0.0516008550455923,-0.167117427619947,3.01572674204916e-08
3482,DEF6,8.41299016129818e-09,-0.154010897301895,-0.0735406095827028,-0.234481185021087,3.04529948285474e-08
3483,TMEM135,8.42218544482451e-09,-0.0784400625954954,-0.0323971745575835,-0.124482950633407,3.04775266570681e-08
3484,REEP3,8.50264109101546e-09,0.0793420064018471,0.112406085416735,0.0462779273869592,3.07598416507345e-08
3485,PARP10,8.56246515023482e-09,0.122639076692713,0.179888627982188,0.065389525403237,3.09673775476498e-08
3486,CBFA2T2,8.57203179157175e-09,-0.0911381096602276,-0.0261977214666451,-0.15607849785381,3.0993083390984e-08
3487,RFC1,8.58521676707673e-09,0.00859499355520621,0.0702424041742997,-0.0530524170638873,3.10229564599298e-08
3488,TET2,8.58314706764059e-09,-0.0749274718042934,0.0037072346022449,-0.153562178210832,3.10229564599298e-08
3489,PDE7B,8.63428742059709e-09,0.0471172844376643,0.0631668073290303,0.0310677615462983,3.11913323729452e-08
3490,FBXO21,8.6409484537009e-09,-0.113994394148076,-0.0687784807811029,-0.15921030751505,3.12064510918184e-08
3491,SLC30A7,8.65245337209731e-09,0.100001667449247,0.164138844744226,0.035864490154269,3.12390496424848e-08
3492,RALGAPB,8.74601360387197e-09,0.0688892147700335,0.127009399280986,0.0107690302590811,3.15677993880877e-08
3493,SMIM20,8.78893057370734e-09,-0.102262731676252,-0.0363324008003802,-0.168193062552125,3.17136218010327e-08
3494,ENSG00000280433,8.79470938300344e-09,0.0565687175847539,0.0938339293753902,0.0193035057941177,3.17253912602677e-08
3495,STK32C,8.80984674987362e-09,-0.109743554506232,-0.0632300465834435,-0.156257062429022,3.17709037011179e-08
3496,PRPF39,8.82497231748198e-09,-0.0917298481886071,-0.0230809391851493,-0.160378757192065,3.18163475656587e-08
3497,ADAM9,8.82828610469449e-09,0.0943643011498081,0.135373754786779,0.0533548475128376,3.18191930407691e-08
3498,FERMT1,8.84568001031227e-09,-0.0417173977752659,-0.0227203739628037,-0.0607144215877281,3.1872770397363e-08
3499,MMP15,8.85315263969889e-09,-0.04786155531472,-0.0271928338670308,-0.0685302767624093,3.1890578985643e-08
3500,PHYKPL,8.87465369029152e-09,-0.076767575435377,-0.00310029021581618,-0.150434860654938,3.19588957464098e-08
3501,TAF1D,8.9081739526738e-09,-0.20967107901799,-0.128037487209685,-0.291304670826295,3.20704440158528e-08
3502,GTF3C3,8.95354317763835e-09,-0.215789674579032,-0.131964010661404,-0.29961533849666,3.22245740179765e-08
3503,SLC23A2,8.98707547308201e-09,-0.0890763321130774,-0.0353817879895229,-0.142770876236632,3.23360260527336e-08
3504,PSMB4,9.09991580196194e-09,-0.0962143451732019,-0.024197290294064,-0.16823140005234,3.27326880045457e-08
3505,FDX2,9.11606835357728e-09,-0.0982074574782796,-0.0503966940337909,-0.146018220922768,3.27814338169723e-08
3506,EXOC4,9.18156513087462e-09,-0.157353469924015,-0.0737963008322015,-0.240910639015829,3.29981314255899e-08
3507,MCM3AP,9.18128026374166e-09,-0.154644118993922,-0.0819001410433665,-0.227388096944478,3.29981314255899e-08
3508,ALKBH2,9.19050427526575e-09,-0.107482003191199,-0.0652542054911761,-0.149709800891221,3.30208426127279e-08
3509,ZNF862,9.20361287674744e-09,-0.156665529937131,-0.098041998869725,-0.215289061004538,3.30585171554644e-08
3510,LRRC23,9.24935707882914e-09,-0.0769893384731679,-0.0319736851789268,-0.122004991767409,3.3213360860844e-08
3511,TXNRD2,9.28421039148233e-09,-0.0841604267872312,-0.0259951403501252,-0.142325713224337,3.33290195882208e-08
3512,EVI5,9.3179493216478e-09,0.0778971302197158,0.105389412450071,0.0504048479893608,3.34406131122007e-08
3513,LRP6,9.33457274997489e-09,0.0729463535117486,0.106851005340488,0.0390417016830093,3.349073582143e-08
3514,PIM2,9.35909877316373e-09,0.192456307031219,0.255483927663234,0.129428686399204,3.35691749962879e-08
3515,METTL2A,9.37302767036728e-09,0.0285701320384966,0.0781117692796649,-0.0209715052026718,3.36095706279685e-08
3516,TTC32,9.45839215517097e-09,-0.106187108695863,-0.0433548808552072,-0.169019336536518,3.39060223901521e-08
3517,ENTR1,9.48911857244702e-09,0.121299756098455,0.186814490342984,0.0557850218539263,3.4006497153006e-08
3518,ERF,9.55521291523512e-09,0.147524904704587,0.218430365673751,0.0766194437354233,3.42336280794836e-08
3519,GRAMD2B,9.60838995850176e-09,-0.0499550595048789,-0.0282312509352066,-0.0716788680745512,3.44143640343723e-08
3520,TANK,9.64287729432981e-09,0.185609703688941,0.257829676424684,0.113389730953197,3.4528075402765e-08
3521,PINK1,9.75416987073424e-09,-0.133102669206677,-0.0847790186740428,-0.181426319739312,3.49166592021398e-08
3522,ZNF518B,9.78934706627344e-09,-0.0796640869355977,-0.0486728710290127,-0.110655302842183,3.50326321474476e-08
3523,TOPORS,9.80289310127517e-09,-0.18439408605442,-0.108345261755161,-0.260442910353679,3.50711509078831e-08
3524,RING1,9.95322728939663e-09,-0.18480758374367,-0.10837499697158,-0.26124017051576,3.55988867070247e-08
3525,ZNF385C,1.00013049908436e-08,-0.0695653797261973,-0.0423449275908753,-0.0967858318615192,3.57606944977567e-08
3526,ACAA1,1.00045862550182e-08,-0.176760909250991,-0.0950295122590906,-0.258492306242892,3.57622816671156e-08
3527,ZSCAN12,1.01417406350942e-08,-0.0976263236307857,-0.0613267352387141,-0.133925912022857,3.62422735936285e-08
3528,ZNF345,1.01969023135279e-08,-0.18175630414947,-0.115657001974301,-0.247855606324638,3.64290693763336e-08
3529,ELAC2,1.02315926758763e-08,-0.134938953866138,-0.0577811764187677,-0.212096731313507,3.65426449664904e-08
3530,TRMT10C,1.03356948158297e-08,0.0872834246354072,0.147264540318671,0.0273023089521434,3.69039936143674e-08
3531,PSMA2,1.04185388594494e-08,-0.175611173348086,-0.0956919528570065,-0.255530393839165,3.71892562403003e-08
3532,ITSN2,1.0487207682214e-08,0.214170103161675,0.288820669478676,0.139519536844673,3.74237728274702e-08
3533,CALHM2,1.05073169433134e-08,0.0970982856118259,0.12940746611116,0.0647891051124916,3.74849201113849e-08
3534,CPEB2,1.05140348371242e-08,0.118196961897173,0.174530093202455,0.0618638305918902,3.74982725204057e-08
3535,TMEM241,1.05358834862692e-08,-0.113751889509999,-0.0716211584953227,-0.155882620524676,3.7565565901255e-08
3536,SETD7,1.0566611916578e-08,0.200325905985918,0.270393677762417,0.130258134209418,3.76644730193859e-08
3537,RRAGB,1.06036854273307e-08,0.0939240411412651,0.144710581385391,0.0431375008971388,3.77859347260605e-08
3538,BEND6,1.06068784734028e-08,-0.0884104809123031,-0.0552621521243799,-0.121558809700226,3.77866298131061e-08
3539,ADCK2,1.06325160569111e-08,-0.123458128336193,-0.0639228003063201,-0.182993456366067,3.78672597856195e-08
3540,TRAPPC9,1.06372392323528e-08,-0.0998966789863619,-0.0250660008162637,-0.17472735715646,3.78733794589192e-08
3541,FERMT3,1.06950205165584e-08,0.255075120736429,0.343666329124023,0.166483912348835,3.80683531744428e-08
3542,BMPR2,1.07250249847205e-08,0.0764372185687198,0.118425809951553,0.0344486271858864,3.81643746209534e-08
3543,COPA,1.0791877620292e-08,-0.138628416419435,-0.0539844439718685,-0.223272388867001,3.83914269054925e-08
3544,NKTR,1.07992696631475e-08,0.244314485610564,0.331511558811175,0.157117412409952,3.84068834182593e-08
3545,SETD1B,1.08281983902303e-08,0.228749217422287,0.309789948942615,0.14770848590196,3.84989033880008e-08
3546,GTF2B,1.09666485520058e-08,0.0827557896531771,0.142795863160933,0.0227157161454214,3.89801574589624e-08
3547,ZNF730,1.10920268015806e-08,-0.0824604780570483,-0.0462155000599092,-0.118705456054187,3.94146901063212e-08
3548,GALM,1.11216598736686e-08,-0.0414360075772387,-0.0228629898042336,-0.0600090253502439,3.95088503516683e-08
3549,MICOS13,1.11941972350873e-08,0.00727844690434729,0.0516467397026564,-0.0370898458939619,3.97553288112258e-08
3550,FBXL3,1.14238146807951e-08,0.265705826139771,0.352186433195674,0.179225219083868,4.05593690807724e-08
3551,COLGALT2,1.1435459294481e-08,NA,NA,NA,4.05892787799603e-08
3552,TMEM181,1.14954942100743e-08,0.0479418905503348,0.100454174864429,-0.00457039376375961,4.07908809188561e-08
3553,ZNF704,1.15187848291431e-08,-0.0970798160888988,-0.0618017225631914,-0.132357909614606,4.08620219494848e-08
3554,FBXW8,1.15416537684501e-08,-0.127280585070761,-0.0636283129104259,-0.190932857231096,4.09271096518909e-08
3555,TUFT1,1.15436270082888e-08,-0.0974504092523586,-0.0619325275374158,-0.132968290967301,4.09271096518909e-08
3556,GRINA,1.15574173664727e-08,-0.192744273536004,-0.10588869100548,-0.279599856066528,4.09644793270589e-08
3557,CEP126,1.1673084125952e-08,-0.127368835817065,-0.0806935599523763,-0.174044111681753,4.13628204451783e-08
3558,YTHDF1,1.17344132313362e-08,0.0826064140333324,0.121749096111343,0.043463731955322,4.15684497941994e-08
3559,PTPN2,1.17586321304253e-08,0.00790932167639308,0.0614778939811399,-0.0456592506283537,4.16425398628493e-08
3560,ZNF652,1.17660433154278e-08,0.110439153393682,0.183697987281351,0.0371803195060128,4.16570814459696e-08
3561,MED16,1.18188931012611e-08,-0.154856689994131,-0.0903058247270794,-0.219407555261183,4.18324427543653e-08
3562,PRMT5,1.18353182480351e-08,-0.0606444206934535,-0.0205158081940464,-0.100773033192861,4.18788184161243e-08
3563,STRBP,1.18817436730985e-08,-0.119536671683774,-0.0434582657192558,-0.195615077648293,4.20312930832819e-08
3564,IGIP,1.19297833228581e-08,-0.0637025033850911,-0.0386469932145779,-0.0887580135556044,4.21893908533398e-08
3565,ZNF426,1.20055965942157e-08,-0.160320819301789,-0.0958736647718644,-0.224767973831714,4.24455931201948e-08
3566,RABEPK,1.20226244768495e-08,-0.130370553755818,-0.0817904287868793,-0.178950678724756,4.2493875184019e-08
3567,NAA20,1.20675710839982e-08,-0.0242070033865976,0.0339042340836577,-0.082318240856853,4.264078103244e-08
3568,ESAM,1.20771006099824e-08,-0.0953739879460533,-0.0603733553035072,-0.130374620588599,4.26624932982673e-08
3569,KIF2A,1.21037904872817e-08,-0.157006564749193,-0.0738510126712244,-0.240162116827161,4.27447955454466e-08
3570,CANX,1.21188614047295e-08,0.0759981725376734,0.121507886991095,0.030488458084252,4.27860305728883e-08
3571,DEPDC7,1.21406489484869e-08,0.0693299870743626,0.099668789810009,0.0389911843387162,4.28509491309797e-08
3572,FGFR1OP2,1.22122712392838e-08,-0.198391944079965,-0.121829962051803,-0.274953926108128,4.30916760078201e-08
3573,TLNRD1,1.22724322386911e-08,0.169584031279001,0.227618685180894,0.111549377377108,4.32918376536419e-08
3574,HAT1,1.23000428114876e-08,0.124570108288699,0.204756996850522,0.044383219726876,4.33770955780608e-08
3575,CHCHD1,1.23108579698306e-08,-0.0967294391976875,-0.0560558151465419,-0.137403063248833,4.34030919865019e-08
3576,PTGES2,1.23370806233161e-08,-0.156232887464707,-0.096424958016885,-0.21604081691253,4.3483379243925e-08
3577,PIK3R4,1.23540605823909e-08,0.154016668804079,0.212635643423247,0.0953976941849105,4.35310538385391e-08
3578,AKIRIN2,1.23847632181039e-08,0.269084087439356,0.357164691243493,0.18100348363522,4.3627041811342e-08
3579,ARMC6,1.24741876065912e-08,-0.129269725969522,-0.0719150254739289,-0.186624426465114,4.39297738456203e-08
3580,USP8,1.25556428410783e-08,0.101216975751632,0.174813425104311,0.0276205263989534,4.4204279991327e-08
3581,GEMIN5,1.25693667342971e-08,-0.0768714413507189,-0.0351535367864527,-0.118589345914985,4.42402396869813e-08
3582,HYCC1,1.26843816126117e-08,0.170634122627082,0.231247747005828,0.110020498248337,4.46325923633047e-08
3583,ELK3,1.27662229272399e-08,-0.10606380629232,-0.036124728384298,-0.176002884200342,4.49080306377146e-08
3584,SHKBP1,1.27799238017684e-08,-0.0581884396413037,0.0159439276456596,-0.132320806928267,4.49436829234064e-08
3585,BAK1,1.2823693489543e-08,0.186007799519493,0.267231435858127,0.104784163180859,4.50850300536122e-08
3586,RC3H2,1.28958138756953e-08,-0.145276045443047,-0.0617479729469777,-0.228804117939116,4.53259448101682e-08
3587,TFPT,1.29041841926599e-08,-0.128291222895548,-0.0767992187847874,-0.179783227006308,4.53427202576766e-08
3588,CAMSAP1,1.29422383236163e-08,0.106031339588995,0.158726425611362,0.0533362535666274,4.54637602650113e-08
3589,ZC3H7A,1.29524525664113e-08,-0.158238924504496,-0.0813632778317209,-0.235114571177271,4.5486963540554e-08
3590,TACO1,1.29915355422206e-08,-0.158973340468495,-0.101494475496641,-0.216452205440348,4.56115080707933e-08
3591,SLC2A13,1.30524090835446e-08,0.0939036310827582,0.131029351698874,0.0567779104666423,4.58124656332487e-08
3592,HABP4,1.30836136225575e-08,-0.0546969493590871,-0.031486568860095,-0.0779073298580791,4.59092054840521e-08
3593,SIPA1L1,1.30960085915054e-08,0.09822493003397,0.132179144551225,0.0642707155167151,4.59399087913537e-08
3594,ZNF391,1.31215843474772e-08,-0.0456852394399509,-0.0249415977870291,-0.0664288810928727,4.60168194534231e-08
3595,ZFYVE27,1.31760957179991e-08,-0.0653980246694635,-0.0105424141300449,-0.120253635208882,4.61951350291127e-08
3596,IRAK1,1.3205998956494e-08,0.226960800862489,0.303941717282111,0.149979884442867,4.62870997907815e-08
3597,SEPTIN7,1.33413486563947e-08,0.104139369746959,0.1799341382582,0.0283446012357173,4.67485011023629e-08
3598,FABP5,1.33769221879982e-08,0.0881333788060411,0.125861887057007,0.0504048705550748,4.68601243072623e-08
3599,BCL7C,1.34398943532142e-08,-0.0949191079519547,-0.0225582634252178,-0.167279952478692,4.706763779603e-08
3600,NLK,1.35702730491498e-08,-0.0649339341119779,0.0213330650514881,-0.151200933275444,4.75110337531902e-08
3601,PPP2R1A,1.38509613939367e-08,0.0614011510315988,0.125054993272177,-0.002252691208979,4.84802880891914e-08
3602,ELOC,1.38560214668987e-08,0.163195980105398,0.230672227702673,0.0957197325081231,4.84845348608525e-08
3603,CLN5,1.40958836076401e-08,-0.0583005910840794,-0.00869009592329515,-0.107911086244864,4.93101629172069e-08
3604,RECQL5,1.41735630205259e-08,-0.13502106708461,-0.074243746982657,-0.195798387186563,4.95681432604629e-08
3605,BEX4,1.4182464259104e-08,-0.212047750883546,-0.126084893398841,-0.29801060836825,4.95855144304429e-08
3606,SLC41A3,1.42223771447272e-08,-0.153339205152283,-0.0845603846061528,-0.222118025698412,4.97112705302666e-08
3607,ZNF362,1.42717846957994e-08,-0.156692189250581,-0.0785443417567895,-0.234840036744372,4.98701342683272e-08
3608,ERICH1,1.42828958585804e-08,-0.148063292045794,-0.0656146279879062,-0.230511956103682,4.98951273285885e-08
3609,PIAS2,1.42952798536833e-08,-0.0871077080178717,-0.0254189272944748,-0.148796488741269,4.99245517527913e-08
3610,CCDC92,1.44224042992374e-08,-0.0954681422639844,-0.0252468639572027,-0.165689420570766,5.03545661461463e-08
3611,RFC2,1.46523279695323e-08,-0.145232940415519,-0.0873543212379016,-0.203111559593136,5.11431574987498e-08
3612,SPG7,1.47823078659705e-08,0.260762882480474,0.347994017197058,0.173531747763891,5.15825604492504e-08
