pcr_duplicate_count,likelihood
1,0.05198594099539089
2,0.1244324521155109
3,0.19794579757091313
4,0.22723648161885834
5,0.2565271656668038
6,0.2858178497147492
7,0.31510853376269443
8,0.41387052171480354
9,0.4255879553983568
10,0.4373053890819101
11,0.44902282276546335
12,0.4607402564490164
13,0.47245769013256966
14,0.48417512381612293
15,0.4958925574996762
16,0.5076099911832292
17,0.5193274248667827
18,0.5310448585503358
19,0.5427622922338888
20,0.5544797259174419
21,0.5661971596009954
22,0.5779145932845484
23,0.5896320269681015
24,0.601349460651655
25,0.613066894335208
26,0.8339836016224464
27,0.7076053014238215
28,0.7128375197125796
29,0.7180697380013381
30,0.7233019562900962
31,0.7285341745788543
32,0.7337663928676124
33,0.7389986111563709
34,0.744230829445129
35,0.7494630477338871
36,0.7546952660226451
37,0.7599274843114032
38,0.7651597026001618
39,0.7703919208889198
40,0.7756241391776784
41,0.7808563574664364
42,0.7860885757551945
43,0.7913207940439526
44,0.7965530123327107
45,0.8017852306214692
46,0.8070174489102273
47,0.8122496671989854
48,0.8174818854877439
49,0.822714103776502
50,0.8279463220652601
51,0.8331785403540182
52,0.8384107586427763
53,0.8436429769315348
54,0.8488751952202929
55,0.854107413509051
56,0.859339631797809
57,0.8645718500865671
58,0.8698040683753256
59,0.8750362866640837
60,0.8802685049528423
61,0.8855007232416003
62,0.9175968875862108
63,0.9192287764401512
64,0.9208606652940912
65,0.9224925541480316
66,0.9241244430019715
67,0.9257563318559114
68,0.9273882207098518
69,0.9290201095637922
70,0.9306519984177322
71,0.9322838872716726
72,0.9339157761256125
73,0.9355476649795529
74,0.9371795538334933
75,0.9388114426874332
76,0.9404433315413736
77,0.9420752203953136
78,0.9437071092492539
79,0.9453389981031943
80,0.9469708869571343
81,0.9486027758110747
82,0.9502346646650146
83,0.9518665535189546
84,0.9534984423728949
85,0.9551303312268353
86,0.9567622200807753
87,0.9583941089347157
88,0.9600259977886556
89,0.961657886642596
90,0.9632897754965364
91,0.9649216643504763
92,0.9665535532044167
93,0.9705118052081394
94,0.9708796663962187
95,0.971247527584298
96,0.9716153887723777
97,0.971983249960457
98,0.9723511111485363
99,0.9727189723366161
100,0.9730868335246954
101,0.9734546947127747
102,0.973822555900854
103,0.9741904170889333
104,0.974558278277013
105,0.9749261394650923
106,0.9752940006531716
107,0.9756618618412514
108,0.9760297230293307
109,0.97639758421741
110,0.9767654454054893
111,0.9771333065935686
112,0.9775011677816483
113,0.9778690289697276
114,0.9798217311854756
115,0.9799203811907007
116,0.9800190311959258
117,0.9801176812011505
118,0.9802163312063752
119,0.9803149812115999
120,0.980413631216825
121,0.9805122812220497
122,0.9806109312272748
123,0.9807095812324995
124,0.9808082312377242
125,0.9809068812429489
126,0.981005531248174
127,0.9811041812533987
128,0.9812028312586238
129,0.9813014812638485
130,0.9806883646247786
131,0.9808903001658407
132,0.9810922357069027
133,0.9812941712479648
134,0.9814961067890269
135,0.981698042330089
136,0.9818999778711506
137,0.9821019134122126
138,0.9823038489532747
139,0.9825057844943368
140,0.9827077200353989
141,0.9829096555764609
142,0.9831115911175226
143,0.9833135266585846
144,0.9832072484676377
145,0.9833179850988567
146,0.9834287217300752
147,0.9835394583612933
148,0.9836501949925123
149,0.9837609316237304
150,0.9838716682549489
151,0.9839824048861678
152,0.9840931415173859
153,0.9842038781486044
154,0.984314614779823
155,0.9844253514110415
156,0.9842368333639615
157,0.9841096824578357
158,0.9839825315517099
159,0.9838553806455841
160,0.9837282297394578
161,0.983601078833332
162,0.9834739279272062
163,0.9833467770210804
164,0.9832196261149546
165,0.9830924752088288
166,0.982965324302703
167,0.9828381733965768
168,0.982711022490451
169,0.9841800878090265
170,0.9841978915100809
171,0.9842156952111347
172,0.9842334989121886
173,0.9842513026132429
174,0.9842691063142968
175,0.9842869100153511
176,0.9843047137164049
177,0.9843225174174592
178,0.9843403211185131
179,0.984358124819567
180,0.9843759285206213
181,0.9840671791883935
182,0.9842032424620726
183,0.9843393057357517
184,0.9844753690094308
185,0.9846114322831099
186,0.984747495556789
187,0.9848835588304681
188,0.9850196221041472
189,0.9851556853778263
190,0.9852917486515058
191,0.9854278119251849
192,0.985563875198864
193,0.9856999384725431
194,0.9858360017462222
195,0.9837590538933285
196,0.9837301957413374
197,0.9837013375893462
198,0.983672479437355
199,0.9836436212853639
200,0.9836147631333727
201,0.9835859049813815
202,0.9835570468293904
203,0.9835281886773992
204,0.983499330525408
205,0.9834704723734173
206,0.9834416142214257
207,0.983412756069435
208,0.9833838979174438
209,0.9833550397654527
210,0.9833261816134615
211,0.9855597961320051
212,0.9854049723788445
213,0.9852501486256844
214,0.9850953248725243
215,0.9849405011193642
216,0.9847856773662036
217,0.9846308536130435
218,0.9844760298598834
219,0.9843212061067228
220,0.9841663823535627
221,0.9840115586004026
222,0.983856734847242
223,0.9837019110940819
224,0.9835470873409218
225,0.9833922635877612
226,0.9832374398346011
227,0.983082616081441
228,0.9829277923282804
229,0.9827729685751203
230,0.9826181448219602
231,0.9824633210687996
232,0.9827248115654044
233,0.9825853453432511
234,0.9824458791210988
235,0.982306412898946
236,0.9821669466767933
237,0.9820274804546405
238,0.9818880142324877
239,0.9817485480103354
240,0.9816090817881826
241,0.9814696155660299
242,0.9813301493438771
243,0.9811906831217247
244,0.9810512168995715
245,0.9809117506774192
246,0.9807722844552664
247,0.9806328182331137
248,0.9804933520109609
249,0.9803538857888081
250,0.9802144195666558
251,0.9800749533445026
252,0.9799354871223502
253,0.9797960209001975
254,0.9796565546780447
255,0.9795170884558919
256,0.9784646082629185
257,0.9784180367430135
258,0.9783714652231086
259,0.9783248937032036
260,0.9782783221832987
261,0.9782317506633937
262,0.9781851791434888
263,0.9781386076235838
264,0.9780920361036789
265,0.978045464583774
266,0.977998893063869
267,0.977952321543964
268,0.9779057500240591
269,0.9778591785041542
270,0.9778126069842492
271,0.9777660354643443
272,0.9777194639444393
273,0.9776728924245344
274,0.9776263209046294
275,0.9775797493847245
276,0.9775331778648195
277,0.9774866063449146
278,0.9774400348250096
279,0.9773934633051047
280,0.978414420665012
281,0.9784092386555208
282,0.9784040566460299
283,0.9783988746365386
284,0.9783936926270478
285,0.9783885106175565
286,0.9783833286080656
287,0.9783781465985748
288,0.9783729645890835
289,0.9783677825795927
290,0.9783626005701014
291,0.9783574185606105
292,0.9783522365511192
293,0.9783470545416284
294,0.9783418725321371
295,0.9783366905226458
296,0.978331508513155
297,0.9783263265036637
298,0.9783211444941728
299,0.978315962484682
300,0.9783107804751907
301,0.9783055984656999
302,0.9779028802349812
303,0.9779991575509901
304,0.9780954348669986
305,0.9781917121830075
306,0.978287989499016
307,0.9783842668150244
308,0.9784805441310334
309,0.9785768214470418
310,0.9786730987630508
311,0.9787693760790592
312,0.9788656533950677
313,0.9789619307110766
314,0.9790582080270855
315,0.979154485343094
316,0.9792507626591029
317,0.9793470399751119
318,0.9794433172911203
319,0.9795395946071288
320,0.9796358719231377
321,0.9797321492391462
322,0.9798284265551551
323,0.9788890651613986
324,0.9789300528803002
