pcr_duplicate_count,likelihood
1,0.0952533114996772
2,0.26639046537652566
3,0.36892152168214065
4,0.4145259293358734
5,0.4601303369896059
6,0.5057347446433385
7,0.551339152297071
8,0.6584944100208436
9,0.6797323767406307
10,0.7009703434604173
11,0.7222083101802048
12,0.7434462768999919
13,0.7646842436197789
14,0.785922210339566
15,0.8071601770593531
16,0.8283981437791401
17,0.8496361104989272
18,0.9003363339423562
19,0.9074778813347812
20,0.9146194287272058
21,0.9217609761196308
22,0.9289025235120554
23,0.9360440709044808
24,0.9431856182969054
25,0.9503271656893304
26,0.957468713081755
27,0.96461026047418
28,0.9733098730614218
29,0.9745773113309788
30,0.9758447496005367
31,0.9771121878700941
32,0.9783796261396516
33,0.979647064409209
34,0.9809145026787665
35,0.9833913167892097
36,0.9835404968557535
37,0.9836896769222978
38,0.9838388569888421
39,0.9839880370553864
40,0.9832766221490714
41,0.9836565270980042
42,0.9840364320469361
43,0.984416336995869
44,0.9847962419448013
45,0.9849303434331307
46,0.9850159361747792
47,0.9851015289164282
48,0.9851871216580772
49,0.9852727143997262
50,0.9858894198852628
51,0.9858366027518981
52,0.9857837856185334
53,0.9857309684851687
54,0.9856781513518036
55,0.9857283113094146
56,0.9858438976812627
57,0.9859594840531107
58,0.9860750704249588
59,0.9861906567968068
60,0.9850911623278038
61,0.984673541297616
62,0.9842559202674281
63,0.9838382992372399
64,0.9834206782070516
65,0.9830030571768638
66,0.9825854361466759
67,0.9838977199650816
68,0.9835629666345929
69,0.9832282133041046
70,0.9828934599736163
71,0.982558706643128
72,0.9822239533126398
73,0.9818891999821515
74,0.9828976059135934
75,0.9830101539327796
76,0.9831227019519657
77,0.9832352499711514
78,0.9833477979903371
79,0.9834603460095233
80,0.9835728940287094
81,0.9836854420478951
82,0.9837979900670808
83,0.9809390866596122
84,0.9812485848117873
85,0.9815580829639625
86,0.9818675811161373
87,0.9821770792683124
88,0.9824865774204876
89,0.9827960755726628
90,0.9834067160871585
91,0.9833094566039513
92,0.9832121971207446
93,0.9831149376375374
94,0.9830176781543303
95,0.9829204186711231
96,0.982823159187916
97,0.9839856138414849
98,0.9837173043794651
99,0.983448994917445
100,0.9831806854554248
101,0.9829123759934051
102,0.9826440665313849
103,0.9823757570693652
104,0.9821074476073446
105,0.9809201792135367
106,0.980867089343795
107,0.9808139994740532
108,0.9807609096043115
109,0.9807078197345693
110,0.9806547298648276
111,0.9806016399950859
112,0.9805485501253441
113,0.980495460255602
114,0.9804423703858602
115,0.9803892805161185
116,0.9805190204623409
117,0.9804530252584316
118,0.9803870300545232
119,0.9803210348506144
120,0.9802550396467051
121,0.9801890444427963
122,0.9801230492388879
123,0.9800570540349787
124,0.9799910588310699
125,0.979925063627161
126,0.9798590684232522
127,0.9797930732193434
128,0.9797270780154346
129,0.9796610828115258
130,0.9795950876076169
131,0.9795290924037081
132,0.9794630971997993
133,0.97939710199589
134,0.9793311067919812
135,0.9792651115880728
136,0.9791991163841636
137,0.9791331211802548
138,0.9790671259763459
139,0.9790011307724371
140,0.9789351355685283
141,0.9788691403646195
142,0.9789430084768194
143,0.9789430084768194
144,0.9789430084768194
145,0.9789430084768194
146,0.9789430084768194
147,0.9789430084768194
148,0.9789430084768194
149,0.9789430084768194
150,0.9789430084768194
151,0.9789430084768194
152,0.9789430084768194
153,0.9789430084768194
154,0.9789430084768194
155,0.9789430084768194
156,0.9789430084768194
157,0.9789430084768194
158,0.9789430084768194
159,0.9789430084768194
160,0.9789430084768194
161,0.9789430084768194
162,0.9789430084768194
163,0.9789430084768194
164,0.9789430084768194
165,0.9789430084768194
166,0.9789430084768194
167,0.9789430084768194
168,0.9789430084768194
169,0.9789430084768194
170,0.9789430084768194
171,0.9789430084768194
172,0.9789430084768194
173,0.9789430084768194
174,0.9789430084768194
175,0.9789430084768194
176,0.9789430084768194
177,0.9789430084768194
178,0.9789430084768194
179,0.9789430084768194
180,0.9789430084768194
181,0.9789430084768194
182,0.9789430084768194
183,0.9789430084768194
184,0.9789430084768194
185,0.9789430084768194
186,0.9789430084768194
187,0.9789430084768194
188,0.9789430084768194
189,0.9789430084768194
190,0.9789430084768194
191,0.9789430084768194
192,0.9789430084768194
193,0.9789430084768194
194,0.9789430084768194
195,0.9789430084768194
196,0.9789430084768194
197,0.9789430084768194
198,0.9789430084768194
199,0.9789430084768194
200,0.9789430084768194
201,0.9789430084768194
202,0.9789430084768194
203,0.9789430084768194
204,0.9789430084768194
205,0.9789430084768194
206,0.9789430084768194
207,0.9789430084768194
208,0.9789430084768194
209,0.9789430084768194
210,0.9789430084768194
211,0.9789430084768194
212,0.9789430084768194
213,0.9789430084768194
214,0.9789430084768194
215,0.9789430084768194
216,0.9789430084768194
217,0.9789430084768194
218,0.9789430084768194
219,0.9789430084768194
220,0.9789430084768194
221,0.9789430084768194
222,0.9789430084768194
223,0.9789430084768194
224,0.9789430084768194
225,0.9789430084768194
226,0.9789430084768194
227,0.9789430084768194
228,0.9789430084768194
229,0.9789430084768194
230,0.9789430084768194
231,0.9789430084768194
232,0.9789430084768194
233,0.9789430084768194
234,0.9789430084768194
235,0.9789430084768194
237,0.9789430084768194
238,0.9789430084768194
239,0.9789430084768194
240,0.9789430084768194
241,0.9789430084768194
242,0.9789430084768194
244,0.9789430084768194
246,0.9789430084768194
248,0.9789430084768194
250,0.9789430084768194
251,0.9789430084768194
254,0.9789430084768194
288,0.9789430084768194
